Product,Category,Country,Order_Date,Cost,Price,Quantity,Sales,Views,Conversion_Rate,Marketing_Spend,Shipping_Time_Days,Processing_Time_Days,Inventory,Return_Rate,Profit
Product_71,Electronics,Germany,2023-10-20,111.8,197.95999999999998,9,1781.6399999999999,378,0.0238,324.75,8,2,359,0.098,450.6899999999998
Product_72,Sports,USA,2023-10-27,133.03,168.7,14,2361.7999999999997,364,0.0385,1240.79,11,1,122,0.113,-741.4100000000001
Product_73,Sports,USA,2023-08-16,34.38,113.17000000000002,9,1018.5300000000002,252,0.0357,1275.74,9,3,47,0.174,-566.6299999999999
Product_74,Fashion,Canada,2023-09-28,90.2,182.38,16,2918.08,320,0.05,1530.07,7,2,287,0.11,-55.190000000000055
Product_75,Sports,USA,2023-02-12,106.67,140.73000000000002,17,2392.4100000000003,765,0.0222,252.51,10,3,375,0.09,326.51000000000033
Product_76,Fashion,USA,2023-12-09,103.62,120.21000000000001,16,1923.3600000000001,912,0.0175,1174.23,4,1,178,0.107,-908.79
Product_77,Electronics,Canada,2023-11-22,64.18,88.59,12,1063.08,684,0.0175,295.23,11,4,179,0.168,-2.310000000000059
Product_78,Home,Australia,2023-10-29,7.23,83.89,3,251.67000000000002,123,0.0244,1462.06,11,3,98,0.151,-1232.08
Product_79,Home,Australia,2023-12-30,89.52,192.95999999999998,11,2122.56,319,0.0345,300.31,10,1,329,0.065,837.53
Product_80,Home,Canada,2023-01-21,41.7,56.650000000000006,14,793.1000000000001,350,0.04,1841.11,5,1,33,0.05,-1631.81
Product_81,Sports,Germany,2023-04-17,70.29,161.05,18,2898.9,648,0.0278,1463.75,8,4,419,0.055,169.93000000000006
Product_82,Electronics,USA,2023-12-02,143.85,191.39999999999998,5,956.9999999999999,285,0.0175,1113.3,10,4,69,0.096,-875.5500000000001
Product_83,Sports,USA,2023-10-30,62.86,125.5,16,2008.0,688,0.0233,994.71,3,1,170,0.136,7.529999999999973
Product_84,Sports,Germany,2023-04-27,126.77,238.94,5,1194.7,145,0.0345,435.21,3,1,365,0.096,125.64000000000004
Product_85,Electronics,Australia,2023-05-04,32.34,78.86000000000001,3,236.58000000000004,81,0.037,723.8,10,3,271,0.022,-584.2399999999999
Product_86,Electronics,UK,2023-10-08,102.51,163.7,12,1964.3999999999999,480,0.025,1764.13,4,1,58,0.133,-1029.8500000000004
Product_87,Electronics,UK,2023-10-19,146.67,158.17999999999998,1,158.17999999999998,25,0.04,1828.02,10,1,180,0.147,-1816.51
Product_88,Electronics,UK,2023-07-22,19.77,38.75,9,348.75,360,0.025,201.35,6,3,18,0.059,-30.53
Product_89,Home,Australia,2023-02-20,6.21,44.660000000000004,9,401.94000000000005,522,0.0172,1269.45,7,2,225,0.123,-923.4000000000001
Product_90,Beauty,Australia,2023-09-28,67.87,80.93,4,323.72,172,0.0233,1494.74,3,3,472,0.083,-1442.5
Product_91,Beauty,Germany,2023-11-20,18.43,97.88,3,293.64,156,0.0192,1313.74,9,3,94,0.161,-1075.39
Product_92,Electronics,USA,2023-10-04,113.52,170.42,17,2897.14,629,0.027,347.02,10,4,368,0.154,620.2799999999999
Product_93,Beauty,Germany,2023-05-21,137.61,207.91000000000003,2,415.82000000000005,94,0.0213,591.9,3,3,296,0.099,-451.29999999999995
Product_94,Beauty,Germany,2023-10-02,67.93,97.14000000000001,1,97.14000000000001,51,0.0196,650.61,7,1,80,0.128,-621.4
Product_95,Electronics,Australia,2023-10-17,42.51,85.06,8,680.48,248,0.0323,1697.1,7,1,174,0.16,-1356.6999999999998
Product_96,Beauty,UK,2023-11-30,67.99,151.01,13,1963.1299999999999,598,0.0217,1033.76,9,1,221,0.094,45.5
Product_97,Sports,India,2023-02-21,109.9,226.08,15,3391.2000000000003,435,0.0345,1076.29,11,2,102,0.063,666.4100000000001
Product_98,Fashion,USA,2023-01-27,6.31,21.86,8,174.88,408,0.0196,1882.81,6,1,53,0.138,-1758.4099999999999
Product_99,Fashion,Australia,2023-06-06,90.47,198.41,12,2380.92,540,0.0222,1346.75,10,2,182,0.047,-51.47000000000003
Product_100,Electronics,UK,2023-08-27,93.93,167.39,12,2008.6799999999998,528,0.0227,1817.6,2,1,350,0.076,-936.0800000000002
Product_101,Home,India,2023-06-05,97.46,169.49,14,2372.86,420,0.0333,1021.72,10,3,402,0.157,-13.29999999999984
Product_102,Electronics,India,2023-10-18,40.09,105.12,15,1576.8000000000002,630,0.0238,468.99,11,4,317,0.133,506.46000000000004
Product_103,Home,Australia,2023-05-16,108.54,126.17,15,1892.55,795,0.0189,1873.88,8,1,354,0.079,-1609.4300000000003
Product_104,Fashion,Canada,2023-05-24,18.25,38.14,9,343.26,531,0.0169,1025.67,5,2,348,0.047,-846.6600000000001
Product_105,Electronics,USA,2023-04-16,33.89,109.99,19,2089.81,798,0.0238,526.94,4,2,442,0.071,918.9599999999998
Product_106,Sports,India,2023-06-07,132.23,179.73999999999998,8,1437.9199999999998,384,0.0208,744.31,11,4,320,0.058,-364.23
Product_107,Beauty,Australia,2023-05-26,112.11,223.01,19,4237.19,950,0.02,291.44,7,1,67,0.04,1815.6599999999999
Product_108,Home,Australia,2023-01-02,6.99,61.71,6,370.26,156,0.0385,1042.94,2,3,27,0.136,-714.6200000000001
Product_109,Beauty,UK,2023-03-18,41.01,66.77,19,1268.6299999999999,1121,0.0169,1735.63,4,1,273,0.053,-1246.19
Product_110,Beauty,Canada,2023-05-12,36.09,124.71000000000001,4,498.84000000000003,208,0.0192,1880.44,3,1,281,0.087,-1525.96
Product_111,Electronics,USA,2023-03-31,44.27,86.54,7,605.7800000000001,280,0.025,1878.68,10,4,359,0.076,-1582.79
Product_112,Beauty,Germany,2023-12-11,40.9,108.69999999999999,4,434.79999999999995,84,0.0476,425.41,4,1,402,0.177,-154.2100000000001
Product_113,Sports,UK,2023-12-16,14.07,100.83000000000001,12,1209.96,444,0.027,887.7,3,3,310,0.076,153.4200000000003
Product_114,Beauty,India,2023-09-20,71.55,180.57999999999998,13,2347.54,676,0.0192,250.81,5,2,118,0.024,1166.58
Product_115,Electronics,India,2023-12-17,111.25,208.39,3,625.17,168,0.0179,1739.3,3,4,379,0.025,-1447.88
Product_116,Sports,UK,2023-04-18,92.98,177.38,12,2128.56,636,0.0189,845.76,2,3,440,0.11,167.03999999999996
Product_117,Fashion,Australia,2023-03-15,102.57,187.32999999999998,2,374.65999999999997,78,0.0256,1336.01,7,2,133,0.112,-1166.49
Product_118,Beauty,India,2023-02-08,16.77,130.82,2,261.64,108,0.0185,1486.82,11,4,128,0.081,-1258.72
Product_119,Electronics,Canada,2023-06-08,142.97,185.51,9,1669.59,333,0.027,973.72,9,4,7,0.083,-590.8600000000001
Product_120,Fashion,USA,2023-03-12,126.58,136.7,1,136.7,43,0.0233,751.6,11,2,480,0.019,-741.48
Product_121,Fashion,Canada,2023-11-08,121.74,161.66,8,1293.28,216,0.037,1931.98,11,2,50,0.098,-1612.62
Product_122,Home,India,2023-08-29,124.33,158.3,6,949.8000000000001,294,0.0204,1936.08,3,3,490,0.096,-1732.2599999999998
Product_123,Sports,Germany,2023-10-25,140.24,223.04000000000002,6,1338.2400000000002,174,0.0345,720.99,10,1,340,0.035,-224.18999999999994
Product_124,Beauty,USA,2023-02-05,83.92,163.63,18,2945.34,756,0.0238,1063.33,4,1,471,0.028,371.45000000000005
Product_125,Electronics,USA,2023-03-25,34.04,109.32,17,1858.4399999999998,510,0.0333,1951.12,9,1,280,0.031,-671.3599999999999
Product_126,Home,UK,2023-09-20,94.43,106.22,12,1274.6399999999999,252,0.0476,208.76,9,1,174,0.027,-67.28000000000009
Product_127,Sports,UK,2023-11-06,112.72,202.89,6,1217.34,270,0.0222,942.82,4,1,182,0.114,-401.80000000000007
Product_128,Home,Germany,2023-06-21,112.0,157.59,8,1260.72,440,0.0182,380.82,4,3,191,0.043,-16.099999999999966
Product_129,Sports,Australia,2023-06-22,80.61,163.76999999999998,19,3111.6299999999997,988,0.0192,1116.48,7,4,248,0.053,463.5599999999997
Product_130,Sports,USA,2023-12-28,14.93,86.15,10,861.5,320,0.0312,244.41,2,3,234,0.04,467.7900000000001
Product_131,Beauty,Germany,2023-02-16,58.81,106.51,1,106.51,59,0.0169,932.42,5,3,82,0.173,-884.7199999999999
Product_132,Sports,UK,2023-05-21,138.51,163.31,13,2123.03,572,0.0227,597.26,2,3,92,0.155,-274.85999999999984
Product_133,Home,UK,2023-04-28,89.75,110.14,17,1872.38,391,0.0435,1159.96,4,4,372,0.049,-813.33
Product_134,Sports,USA,2023-10-04,83.06,184.53,3,553.59,114,0.0263,1992.79,10,3,393,0.066,-1688.38
Product_135,Beauty,Canada,2023-08-02,43.98,155.0,8,1240.0,296,0.027,1640.96,6,3,311,0.046,-752.8
Product_136,Beauty,India,2023-08-08,58.43,139.91,14,1958.74,784,0.0179,1722.16,6,4,267,0.094,-581.4400000000003
Product_137,Home,UK,2023-01-26,134.83,156.21,3,468.63,147,0.0204,1343.48,5,3,416,0.013,-1279.3400000000001
Product_138,Fashion,Australia,2023-01-09,101.64,155.86,16,2493.76,608,0.0263,274.81,4,1,119,0.124,592.7100000000003
Product_139,Fashion,Australia,2023-09-28,119.17,209.35000000000002,13,2721.55,546,0.0238,572.24,6,2,70,0.099,600.1000000000004
Product_140,Sports,UK,2023-01-10,70.88,166.66,17,2833.22,595,0.0286,1865.12,5,3,16,0.163,-236.8599999999999
Product_141,Electronics,Canada,2023-05-01,96.39,119.39,13,1552.07,260,0.05,859.0,9,2,252,0.038,-560.0
Product_142,Sports,Canada,2023-05-05,41.02,51.02,6,306.12,186,0.0323,386.55,5,3,444,0.147,-326.55
Product_143,Home,Germany,2023-06-19,107.29,195.63,17,3325.71,731,0.0233,1464.33,9,3,121,0.145,37.44999999999982
Product_144,Home,Australia,2023-03-13,67.0,116.22999999999999,14,1627.2199999999998,742,0.0189,739.02,7,1,379,0.032,-49.80000000000018
Product_145,Home,Germany,2023-06-01,69.17,107.16,17,1821.72,459,0.037,683.94,6,4,9,0.078,-38.11000000000013
Product_146,Home,Australia,2023-07-27,99.15,110.57000000000001,8,884.5600000000001,296,0.027,1996.36,5,2,286,0.039,-1905.0
Product_147,Home,India,2023-02-18,140.76,210.19,11,2312.09,264,0.0417,1744.65,5,4,315,0.053,-980.9200000000001
Product_148,Beauty,India,2023-06-03,14.28,117.91,1,117.91,45,0.0222,934.29,5,1,325,0.055,-830.66
Product_149,Fashion,USA,2023-12-13,124.59,239.93,7,1679.51,343,0.0204,1964.47,10,1,272,0.105,-1157.0900000000001
Product_150,Home,Germany,2023-10-20,47.4,119.63,17,2033.71,544,0.0312,1370.2,5,2,305,0.08,-142.2900000000002
Product_151,Electronics,UK,2023-03-09,69.37,135.96,10,1359.6000000000001,380,0.0263,1535.64,10,4,292,0.171,-869.74
Product_152,Electronics,Germany,2023-02-19,8.18,27.54,11,302.94,528,0.0208,256.72,11,1,209,0.031,-43.76000000000005
Product_153,Electronics,UK,2023-06-01,48.65,119.03,9,1071.27,198,0.0455,418.89,7,3,445,0.176,214.52999999999997
Product_154,Electronics,Canada,2023-01-19,77.88,129.68,9,1167.1200000000001,405,0.0222,1339.55,11,3,217,0.049,-873.3499999999999
Product_155,Beauty,Germany,2023-04-10,13.15,89.93,5,449.65000000000003,295,0.0169,1818.24,8,3,240,0.141,-1434.3400000000001
Product_156,Electronics,Canada,2023-03-01,76.21,128.97,17,2192.49,527,0.0323,1322.74,11,4,373,0.068,-425.81999999999994
Product_157,Home,India,2023-06-16,139.43,175.86,9,1582.7400000000002,189,0.0476,441.24,4,3,463,0.034,-113.36999999999995
Product_158,Sports,India,2023-07-21,20.28,40.730000000000004,17,692.4100000000001,510,0.0333,408.37,9,3,199,0.156,-60.71999999999997
Product_159,Electronics,USA,2023-12-11,115.84,160.48000000000002,19,3049.1200000000003,893,0.0213,1719.53,4,1,215,0.063,-871.3699999999997
Product_160,Beauty,Germany,2023-05-26,64.4,85.03,7,595.21,259,0.027,450.74,2,1,204,0.122,-306.33000000000004
Product_161,Beauty,Canada,2023-06-13,100.0,129.46,9,1165.14,288,0.0312,1136.42,11,3,412,0.106,-871.28
Product_162,Electronics,UK,2023-08-30,42.73,161.34,7,1129.38,392,0.0179,266.8,6,3,415,0.09,563.47
Product_163,Sports,India,2023-03-10,28.13,86.98,13,1130.74,533,0.0244,345.21,3,1,215,0.094,419.8400000000001
Product_164,Electronics,India,2023-06-24,28.27,96.78,11,1064.58,341,0.0323,1410.23,11,2,79,0.134,-656.62
Product_165,Beauty,UK,2023-02-18,15.22,121.32,14,1698.48,294,0.0476,1440.53,7,4,266,0.025,44.86999999999989
Product_166,Fashion,Canada,2023-04-18,31.92,151.43,19,2877.17,1064,0.0179,814.64,11,4,479,0.124,1456.0500000000002
Product_167,Home,Canada,2023-08-14,101.31,175.41,11,1929.51,286,0.0385,588.1,10,1,389,0.162,226.9999999999999
Product_168,Beauty,Germany,2023-06-10,132.85,232.22,13,3018.86,585,0.0222,1664.68,2,4,378,0.02,-372.8700000000001
Product_169,Electronics,Germany,2023-04-29,123.05,169.01,14,2366.14,630,0.0222,590.79,5,1,34,0.034,52.64999999999998
Product_170,Home,Australia,2023-05-29,104.34,147.97,13,1923.61,559,0.0233,1175.65,2,1,288,0.132,-608.4600000000002
Product_171,Electronics,Australia,2023-05-30,21.01,75.31,1,75.31,31,0.0323,1942.78,2,1,17,0.084,-1888.48
Product_172,Electronics,USA,2023-10-20,46.93,130.91,8,1047.28,280,0.0286,466.13,9,1,164,0.079,205.70999999999992
Product_173,Fashion,India,2023-05-23,49.92,134.96,12,1619.52,504,0.0238,1893.58,3,2,12,0.033,-873.0999999999999
Product_174,Home,Germany,2023-06-09,41.24,85.92,19,1632.48,1121,0.0169,529.21,2,3,201,0.096,319.7099999999999
Product_175,Home,Canada,2023-01-11,79.68,104.33000000000001,12,1251.96,336,0.0357,1221.4,9,3,228,0.032,-925.6
Product_176,Fashion,UK,2023-05-18,82.66,162.22,8,1297.76,408,0.0196,878.61,5,2,345,0.091,-242.13
Product_177,Beauty,Canada,2023-03-19,56.75,80.87,8,646.96,272,0.0294,1936.87,4,4,365,0.14,-1743.9099999999999
Product_178,Electronics,India,2023-03-18,56.3,129.93,13,1689.0900000000001,728,0.0179,692.38,5,4,464,0.054,264.8100000000002
Product_179,Sports,Australia,2023-09-11,125.14,211.42000000000002,12,2537.04,384,0.0312,919.38,6,3,447,0.092,115.98000000000013
Product_180,Electronics,Canada,2023-09-15,119.45,206.51999999999998,16,3304.3199999999997,384,0.0417,1969.15,2,4,0,0.179,-576.0300000000004
Product_181,Electronics,USA,2023-11-16,49.63,142.51,1,142.51,30,0.0333,1165.65,2,3,318,0.127,-1072.77
Product_182,Beauty,India,2023-10-18,137.5,243.51,13,3165.63,377,0.0345,1104.73,4,3,216,0.153,273.39999999999986
Product_183,Electronics,Australia,2023-09-20,143.16,208.16,7,1457.12,224,0.0312,664.0,7,2,33,0.081,-209.0
Product_184,Fashion,UK,2023-03-26,52.38,142.71,5,713.5500000000001,170,0.0294,1462.45,2,4,358,0.141,-1010.8
Product_185,Fashion,Australia,2023-05-26,56.39,134.5,8,1076.0,208,0.0385,225.87,3,2,265,0.017,399.01
Product_186,Home,USA,2023-11-19,78.32,108.85,14,1523.8999999999999,826,0.0169,289.12,8,3,127,0.031,138.3
Product_187,Sports,India,2023-02-11,141.46,154.29000000000002,13,2005.7700000000002,611,0.0213,1278.85,2,3,211,0.045,-1112.0599999999997
Product_188,Electronics,UK,2023-05-05,132.07,173.37,15,2600.55,765,0.0196,815.01,8,3,262,0.078,-195.50999999999976
Product_189,Electronics,USA,2023-06-16,19.87,78.6,17,1336.1999999999998,918,0.0185,1915.97,5,1,311,0.154,-917.5600000000002
Product_190,Beauty,Australia,2023-08-29,61.95,139.82999999999998,15,2097.45,510,0.0294,1825.74,11,1,79,0.069,-657.5400000000002
Product_191,Fashion,USA,2023-10-07,85.24,188.74,18,3397.32,990,0.0182,1484.67,7,1,164,0.121,378.33000000000015
Product_192,Sports,India,2023-07-07,77.95,109.54,18,1971.72,720,0.025,1672.66,9,2,412,0.131,-1104.04
Product_193,Home,Germany,2023-10-29,33.11,56.92,2,113.84,50,0.04,1401.2,10,3,251,0.11,-1353.58
Product_194,Fashion,USA,2023-01-19,129.53,245.51,4,982.04,80,0.05,426.05,7,4,11,0.071,37.86999999999995
Product_195,Home,USA,2023-03-09,103.16,125.03999999999999,1,125.03999999999999,23,0.0435,1577.98,10,2,400,0.108,-1556.1
Product_196,Beauty,Australia,2023-08-06,126.5,189.13,4,756.52,120,0.0333,578.35,5,2,303,0.068,-327.83000000000004
Product_197,Beauty,Australia,2023-04-12,129.52,203.93,18,3670.7400000000002,810,0.0222,782.2,7,2,211,0.024,557.1799999999998
Product_198,Electronics,UK,2023-02-11,113.51,183.06,5,915.3,280,0.0179,1674.62,9,4,281,0.179,-1326.87
Product_199,Sports,Australia,2023-10-15,68.69,88.15,19,1674.8500000000001,798,0.0238,1165.75,10,3,111,0.032,-796.0099999999999
Product_200,Home,Canada,2023-06-16,93.53,109.8,15,1647.0,720,0.0208,1747.89,4,1,210,0.022,-1503.8400000000001
Product_201,Fashion,India,2023-04-19,28.25,49.85,8,398.8,320,0.025,583.46,3,3,377,0.159,-410.66
Product_202,Beauty,India,2023-02-05,102.68,177.09,17,3010.53,782,0.0217,1294.0,7,3,238,0.061,-29.029999999999973
Product_203,Electronics,Germany,2023-08-20,30.99,100.86999999999999,1,100.86999999999999,58,0.0172,350.82,5,2,267,0.121,-280.94
Product_204,Electronics,Germany,2023-08-17,105.62,141.33,12,1695.96,708,0.0169,1357.51,2,2,404,0.066,-928.9899999999999
Product_205,Home,India,2023-12-19,38.29,118.44999999999999,19,2250.5499999999997,608,0.0312,1572.56,9,2,297,0.077,-49.51999999999998
Product_206,Beauty,Germany,2023-06-13,22.04,122.25,15,1833.75,630,0.0238,1252.88,10,1,316,0.055,250.26999999999998
Product_207,Sports,UK,2023-03-14,28.97,43.54,9,391.86,315,0.0286,679.22,10,1,57,0.068,-548.09
Product_208,Beauty,Australia,2023-05-16,5.29,70.08000000000001,7,490.56000000000006,343,0.0204,256.42,3,1,437,0.08,197.11
Product_209,Home,India,2023-12-19,109.22,195.04,2,390.08,46,0.0435,415.01,10,3,33,0.132,-243.37
Product_210,Home,Germany,2023-03-11,111.2,148.95,9,1340.55,531,0.0169,1320.15,8,2,262,0.097,-980.4000000000002
Product_211,Beauty,India,2023-07-15,79.67,123.52000000000001,10,1235.2,350,0.0286,1881.96,6,4,364,0.17,-1443.46
